Mod:Item:MetaData, Localized Name
actuallyadditions:block_colored_lamp:4, Yellow Lamp
actuallyadditions:block_colored_lamp:5, Lime Lamp
actuallyadditions:block_colored_lamp:6, Pink Lamp
actuallyadditions:block_colored_lamp:7, Gray Lamp
actuallyadditions:block_colored_lamp:8, Light Gray Lamp
actuallyadditions:block_colored_lamp:9, Cyan Lamp
actuallyadditions:block_colored_lamp:10, Purple Lamp
actuallyadditions:block_colored_lamp:11, Blue Lamp
actuallyadditions:block_colored_lamp:12, Brown Lamp
actuallyadditions:block_colored_lamp:13, Green Lamp
actuallyadditions:block_colored_lamp:14, Red Lamp
actuallyadditions:block_colored_lamp:15, Black Lamp
actuallyadditions:block_colored_lamp_on:0, White Lamp (On)
actuallyadditions:block_colored_lamp_on:1, Orange Lamp (On)
actuallyadditions:block_colored_lamp_on:2, Magenta Lamp (On)
actuallyadditions:block_colored_lamp_on:3, Light Blue Lamp (On)
actuallyadditions:block_colored_lamp_on:4, Yellow Lamp (On)
actuallyadditions:block_colored_lamp_on:5, Lime Lamp (On)
actuallyadditions:block_colored_lamp_on:6, Pink Lamp (On)
actuallyadditions:block_colored_lamp_on:7, Gray Lamp (On)
actuallyadditions:block_colored_lamp_on:8, Light Gray Lamp (On)
actuallyadditions:block_colored_lamp_on:9, Cyan Lamp (On)
actuallyadditions:block_colored_lamp_on:10, Purple Lamp (On)
actuallyadditions:block_colored_lamp_on:11, Blue Lamp (On)
actuallyadditions:block_colored_lamp_on:12, Brown Lamp (On)
actuallyadditions:block_colored_lamp_on:13, Green Lamp (On)
actuallyadditions:block_colored_lamp_on:14, Red Lamp (On)
actuallyadditions:block_colored_lamp_on:15, Black Lamp (On)
actuallyadditions:block_lamp_powerer, Lamp Controller
actuallyadditions:block_treasure_chest, Treasure Chest
actuallyadditions:block_energizer, Energizer
actuallyadditions:block_enervator, Enervator
actuallyadditions:block_lava_factory_controller, Lava Factory Controller
actuallyadditions:block_canola_press, Canola Press
actuallyadditions:block_phantomface, Phantomface
actuallyadditions:block_phantom_placer, Phantom Placer
actuallyadditions:block_phantom_liquiface, Phantom Liquiface
actuallyadditions:block_phantom_energyface, Phantom Energyface
actuallyadditions:block_phantom_redstoneface, Phantom Redstoneface
actuallyadditions:block_phantom_breaker, Phantom Breaker
actuallyadditions:block_coal_generator, Coal Generator
actuallyadditions:block_oil_generator, Oil Generator
actuallyadditions:block_fermenting_barrel, Fermenting Barrel
actuallyadditions:block_rice, Rice Plant
actuallyadditions:block_canola, Canola Plant
actuallyadditions:block_flax, Flax Plant
actuallyadditions:block_coffee, Coffee Plant
actuallyadditions:block_compost, Compost
actuallyadditions:block_misc:0, Pillar of Black Quartz
actuallyadditions:block_misc:1, Chiseled Block of Black Quartz
actuallyadditions:block_misc:2, Block of Black Quartz
actuallyadditions:block_misc:3, Black Quartz Ore
actuallyadditions:block_misc:4, Wood Casing
actuallyadditions:block_misc:5, Block of Charcoal
actuallyadditions:block_misc:6, Block of Enderpearl
actuallyadditions:block_misc:7, Casing
actuallyadditions:block_misc:8, Ender Casing
actuallyadditions:block_misc:9, Iron Casing
actuallyadditions:block_feeder, Automatic Feeder
actuallyadditions:block_giant_chest, Small Storage Crate
actuallyadditions:block_giant_chest_medium, Medium Storage Crate
actuallyadditions:block_giant_chest_large, Large Storage Crate
actuallyadditions:block_grinder, Crusher
actuallyadditions:block_grinder_double, Double Crusher
actuallyadditions:block_furnace_double, Powered Furnace
actuallyadditions:block_inputter, ESD
actuallyadditions:block_inputter_advanced, Advanced ESD
actuallyadditions:block_fishing_net, Fishing Net
actuallyadditions:block_furnace_solar, Solar Panel
actuallyadditions:block_heat_collector, Heat Collector
actuallyadditions:block_item_repairer, Item Repairer
actuallyadditions:block_greenhouse_glass, Greenhouse Glass
actuallyadditions:block_breaker, Auto-Breaker
actuallyadditions:block_placer, Auto-Placer
actuallyadditions:block_dropper, Automatic Precision Dropper
actuallyadditions:block_fluid_placer, Fluid Placer
actuallyadditions:block_fluid_collector, Fluid Collector
actuallyadditions:block_coffee_machine, Coffee Maker
actuallyadditions:block_phantom_booster, Phantom Booster
actuallyadditions:block_wild:0, Wild Canola
actuallyadditions:block_wild:1, Wild Flax
actuallyadditions:block_wild:2, Wild Rice
actuallyadditions:block_wild:3, Wild Coffee
actuallyadditions:block_quartz_wall, Black Quartz Wall
actuallyadditions:block_chiseled_quartz_wall, Chiseled Black Quartz Wall
actuallyadditions:block_pillar_quartz_wall, Black Quartz Pillar Wall
actuallyadditions:block_quartz_stair, Black Quartz Stairs
actuallyadditions:block_chiseled_quartz_stair, Chiseled Black Quartz Stairs
actuallyadditions:block_pillar_quartz_stair, Black Quartz Pillar Stairs
actuallyadditions:block_quartz_slab, Black Quartz Slab
actuallyadditions:block_chiseled_quartz_slab, Chiseled Black Quartz Slab
actuallyadditions:block_pillar_quartz_slab, Black Quartz Pillar Slab
actuallyadditions:item_crystal_shard:0, Red Crystal Shard
actuallyadditions:item_crystal_shard:1, Blue Crystal Shard
actuallyadditions:item_crystal_shard:2, Light Blue Crystal Shard
actuallyadditions:item_crystal_shard:3, Black Crystal Shard
actuallyadditions:item_crystal_shard:4, Green Crystal Shard
actuallyadditions:item_crystal_shard:5, White Crystal Shard
actuallyadditions:item_engineer_goggles_advanced, Engineer's Infrared Goggles
actuallyadditions:item_engineer_goggles, Engineer's Goggles
actuallyadditions:item_laser_upgrade_range, Laser Relay Modifier: Range
actuallyadditions:item_laser_upgrade_invisibility, Laser Relay Modifier: Invisibility
actuallyadditions:item_filling_wand:0, Handheld Filler
actuallyadditions:item_filling_wand:0, Handheld Filler
actuallyadditions:item_bag, Traveler's Sack
actuallyadditions:item_void_bag, Void Sack
actuallyadditions:item_worm, Worm
actuallyadditions:item_player_probe, Player Probe
actuallyadditions:item_filter, Item Filter
actuallyadditions:item_water_bowl, Bowl of Water
actuallyadditions:item_spawner_changer, Spawner Changer
actuallyadditions:item_misc:0, Paper Cone
actuallyadditions:item_misc:1, Bio-Mash
actuallyadditions:item_misc:2, Knife Blade
actuallyadditions:item_misc:3, Knife Handle
actuallyadditions:item_misc:4, Dough
actuallyadditions:item_misc:5, Black Quartz
actuallyadditions:item_misc:6, Ring
actuallyadditions:item_misc:7, Basic Coil
actuallyadditions:item_misc:8, Advanced Coil
actuallyadditions:item_misc:9, Rice Dough
actuallyadditions:item_misc:10, Tiny Coal
actuallyadditions:item_misc:11, Tiny Charcoal
actuallyadditions:item_misc:12, Rice Slimeball
actuallyadditions:item_misc:13, Canola
actuallyadditions:item_misc:14, Empty Cup
actuallyadditions:item_misc:15, Bat's Wing
actuallyadditions:item_misc:16, Drill Core
actuallyadditions:item_misc:17, Black Dye
actuallyadditions:item_misc:18, Lens
actuallyadditions:item_misc:19, Ender Star
actuallyadditions:item_misc:20, Spawner Shards
actuallyadditions:item_misc:21, Biomass
actuallyadditions:item_misc:22, Bio Coal
actuallyadditions:item_misc:23, Crystallized Canola Seed
actuallyadditions:item_misc:24, Empowered Canola Seed
actuallyadditions:item_crate_keeper, Storage Crate Keeper
actuallyadditions:item_color_lens, Lens of Color
actuallyadditions:item_explosion_lens, Lens of Detonation
actuallyadditions:item_damage_lens, Lens of Certain Death
actuallyadditions:item_more_damage_lens, Lens of the Killer
actuallyadditions:item_disenchanting_lens, Lens of Disenchanting
actuallyadditions:item_mining_lens, Lens of the Miner
actuallyadditions:item_crystal:0, Restonia Crystal
actuallyadditions:item_crystal:1, Palis Crystal
actuallyadditions:item_crystal:2, Diamatine Crystal
actuallyadditions:item_crystal:3, Void Crystal
actuallyadditions:item_crystal:4, Emeradic Crystal
actuallyadditions:item_crystal:5, Enori Crystal
actuallyadditions:item_crystal_empowered:0, Empowered Restonia Crystal
actuallyadditions:item_crystal_empowered:1, Empowered Palis Crystal
actuallyadditions:item_crystal_empowered:2, Empowered Diamatine Crystal
actuallyadditions:item_crystal_empowered:3, Empowered Void Crystal
actuallyadditions:item_crystal_empowered:4, Empowered Emeradic Crystal
actuallyadditions:item_crystal_empowered:5, Empowered Enori Crystal
actuallyadditions:item_laser_wrench, Laser Wrench
actuallyadditions:item_chest_to_crate_upgrade, Chest To Storage Crate Upgrade
actuallyadditions:item_small_to_medium_crate_upgrade, Small To Medium Storage Crate Upgrade
actuallyadditions:item_medium_to_large_crate_upgrade, Medium To Large Storage Crate Upgrade
actuallyadditions:item_booklet, Actually Additions Manual
actuallyadditions:item_growth_ring:0, Ring of Growth
actuallyadditions:item_growth_ring:0, Ring of Growth
actuallyadditions:item_suction_ring:0, Ring of Magnetizing
actuallyadditions:item_suction_ring:0, Ring of Magnetizing
actuallyadditions:item_water_removal_ring:0, Ring of Liquid Banning
actuallyadditions:item_water_removal_ring:0, Ring of Liquid Banning
actuallyadditions:item_helm_emerald, Emerald Helmet
actuallyadditions:item_chest_emerald, Emerald Chestplate
actuallyadditions:item_pants_emerald, Emerald Pants
actuallyadditions:item_boots_emerald, Emerald Boots
actuallyadditions:item_helm_obsidian, Obsidian Helmet
actuallyadditions:item_chest_obsidian, Obsidian Chestplate
actuallyadditions:item_pants_obsidian, Obsidian Pants
actuallyadditions:item_boots_obsidian, Obsidian Boots
actuallyadditions:item_helm_quartz, Black Quartz Helmet
actuallyadditions:item_chest_quartz, Black Quartz Chestplate
actuallyadditions:item_pants_quartz, Black Quartz Pants
actuallyadditions:item_boots_quartz, Black Quartz Boots
actuallyadditions:item_tele_staff:0, Teleport Staff
actuallyadditions:item_tele_staff:0, Teleport Staff
actuallyadditions:item_wings_of_the_bats, Wings Of The Bats
actuallyadditions:item_drill:0, Drill
actuallyadditions:item_drill:0, Drill
actuallyadditions:item_drill:1, Drill
actuallyadditions:item_drill:1, Drill
actuallyadditions:item_drill:2, Drill
actuallyadditions:item_drill:2, Drill
actuallyadditions:item_drill:3, Drill
actuallyadditions:item_drill:3, Drill
actuallyadditions:item_drill:4, Drill
actuallyadditions:item_drill:4, Drill
actuallyadditions:item_drill:5, Drill
actuallyadditions:item_drill:5, Drill
actuallyadditions:item_drill:6, Drill
actuallyadditions:item_drill:6, Drill
actuallyadditions:item_drill:7, Drill
actuallyadditions:item_drill:7, Drill
actuallyadditions:item_drill:8, Drill
actuallyadditions:item_drill:8, Drill
actuallyadditions:item_drill:9, Drill
actuallyadditions:item_drill:9, Drill
actuallyadditions:item_drill:10, Drill
actuallyadditions:item_drill:10, Drill
actuallyadditions:item_drill:11, Drill
actuallyadditions:item_drill:11, Drill
actuallyadditions:item_drill:12, Drill
actuallyadditions:item_drill:12, Drill
actuallyadditions:item_drill:13, Drill
actuallyadditions:item_drill:13, Drill
actuallyadditions:item_drill:14, Drill
actuallyadditions:item_drill:14, Drill
actuallyadditions:item_drill:15, Drill
actuallyadditions:item_drill:15, Drill
actuallyadditions:item_battery:0, Single Battery
actuallyadditions:item_battery:0, Single Battery
actuallyadditions:item_battery_double:0, Double Battery
actuallyadditions:item_battery_double:0, Double Battery
actuallyadditions:item_battery_triple:0, Triple Battery
actuallyadditions:item_battery_triple:0, Triple Battery
actuallyadditions:item_battery_quadruple:0, Quadruple Battery
actuallyadditions:item_battery_quadruple:0, Quadruple Battery
actuallyadditions:item_battery_quintuple:0, Quintuple Battery
actuallyadditions:item_battery_quintuple:0, Quintuple Battery
actuallyadditions:item_drill_upgrade_speed, Drill Speed Augment I
actuallyadditions:item_drill_upgrade_speed_ii, Drill Speed Augment II
actuallyadditions:item_drill_upgrade_speed_iii, Drill Speed Augment III
actuallyadditions:item_drill_upgrade_silk_touch, Drill Silk Touch Augment
actuallyadditions:item_drill_upgrade_fortune, Drill Fortune Augment I
actuallyadditions:item_drill_upgrade_fortune_ii, Drill Fortune Augment II (Gives Fortune III!)
actuallyadditions:item_drill_upgrade_three_by_three, Drill Mining Augment I
actuallyadditions:item_drill_upgrade_five_by_five, Drill Mining Augment II
actuallyadditions:item_drill_upgrade_block_placing, Drill Block Placing Augment
actuallyadditions:item_fertilizer, Fertilizer
actuallyadditions:item_coffee, Cup with Coffee
actuallyadditions:item_phantom_connector, Phantom Connector
actuallyadditions:item_resonant_rice, Resonant Rice
actuallyadditions:item_food:0, Cheese
actuallyadditions:item_food:1, Pumpkin Stew
actuallyadditions:item_food:2, Carrot Juice
actuallyadditions:item_food:3, Fish 'N' Chips
actuallyadditions:item_food:4, French Fries
actuallyadditions:item_food:5, French Fry
actuallyadditions:item_food:6, Spaghetti
actuallyadditions:item_food:7, Noodle
actuallyadditions:item_food:8, Chocolate Cake
actuallyadditions:item_food:9, Chocolate
actuallyadditions:item_food:10, Toast
actuallyadditions:item_food:11, Submarine Sandwich
actuallyadditions:item_food:12, Big Cookie
actuallyadditions:item_food:13, Hamburger
actuallyadditions:item_food:14, Pizza
actuallyadditions:item_food:15, Baguette
actuallyadditions:item_food:16, Rice
actuallyadditions:item_food:17, Rice Bread
actuallyadditions:item_food:18, Doughnut
actuallyadditions:item_food:19, Toast o' Chocolate
actuallyadditions:item_food:20, Bacon
actuallyadditions:item_jam:0, CuBaRa-Jam
actuallyadditions:item_jam:1, GraKiBa-Jam
actuallyadditions:item_jam:2, PlApLe-Jam
actuallyadditions:item_jam:3, ChApCi-Jam
actuallyadditions:item_jam:4, HoMeKi-Jam
actuallyadditions:item_jam:5, PiCo-Jam
actuallyadditions:item_jam:6, HoMeCo-Jam
actuallyadditions:item_knife, Knife
actuallyadditions:item_crafter_on_a_stick, Crafting Table On A Stick
actuallyadditions:item_dust:0, Crushed Iron
actuallyadditions:item_dust:1, Crushed Gold
actuallyadditions:item_dust:2, Crushed Diamond
actuallyadditions:item_dust:3, Crushed Emerald
actuallyadditions:item_dust:4, Crushed Lapis
actuallyadditions:item_dust:5, Crushed Quartz
actuallyadditions:item_dust:6, Crushed Coal
actuallyadditions:item_dust:7, Crushed Black Quartz
actuallyadditions:item_solidified_experience, Solidified Experience
actuallyadditions:item_leaf_blower, Leaf Blower
actuallyadditions:item_leaf_blower_advanced, Advanced Leaf Blower
actuallyadditions:item_potion_ring:0, Ring of Speed
actuallyadditions:item_potion_ring:0, Ring of Speed
actuallyadditions:item_potion_ring:1, Ring of Haste
actuallyadditions:item_potion_ring:1, Ring of Haste
actuallyadditions:item_potion_ring:2, Ring of Strength
actuallyadditions:item_potion_ring:2, Ring of Strength
actuallyadditions:item_potion_ring:3, Ring of Jump Boost
actuallyadditions:item_potion_ring:3, Ring of Jump Boost
actuallyadditions:item_potion_ring:4, Ring of Regeneration
actuallyadditions:item_potion_ring:4, Ring of Regeneration
actuallyadditions:item_potion_ring:5, Ring of Resistance
actuallyadditions:item_potion_ring:5, Ring of Resistance
actuallyadditions:item_potion_ring:6, Ring of Fire Resistance
actuallyadditions:item_potion_ring:6, Ring of Fire Resistance
actuallyadditions:item_potion_ring:7, Ring of Water Breathing
actuallyadditions:item_potion_ring:7, Ring of Water Breathing
actuallyadditions:item_potion_ring:8, Ring of Invisibility
actuallyadditions:item_potion_ring:8, Ring of Invisibility
actuallyadditions:item_potion_ring:9, Ring of Night Vision
actuallyadditions:item_potion_ring:9, Ring of Night Vision
actuallyadditions:item_potion_ring_advanced:0, Advanced Ring of Speed
actuallyadditions:item_potion_ring_advanced:0, Advanced Ring of Speed
actuallyadditions:item_potion_ring_advanced:1, Advanced Ring of Haste
actuallyadditions:item_potion_ring_advanced:1, Advanced Ring of Haste
actuallyadditions:item_potion_ring_advanced:2, Advanced Ring of Strength
actuallyadditions:item_potion_ring_advanced:2, Advanced Ring of Strength
actuallyadditions:item_potion_ring_advanced:3, Advanced Ring of Jump Boost
actuallyadditions:item_potion_ring_advanced:3, Advanced Ring of Jump Boost
actuallyadditions:item_potion_ring_advanced:4, Advanced Ring of Regeneration
actuallyadditions:item_potion_ring_advanced:4, Advanced Ring of Regeneration
actuallyadditions:item_potion_ring_advanced:5, Advanced Ring of Resistance
actuallyadditions:item_potion_ring_advanced:5, Advanced Ring of Resistance
actuallyadditions:item_potion_ring_advanced:6, Advanced Ring of Fire Resistance
actuallyadditions:item_potion_ring_advanced:6, Advanced Ring of Fire Resistance
actuallyadditions:item_potion_ring_advanced:7, Advanced Ring of Water Breathing
actuallyadditions:item_potion_ring_advanced:7, Advanced Ring of Water Breathing
actuallyadditions:item_potion_ring_advanced:8, Advanced Ring of Invisibility
actuallyadditions:item_potion_ring_advanced:8, Advanced Ring of Invisibility
actuallyadditions:item_potion_ring_advanced:9, Advanced Ring of Night Vision
actuallyadditions:item_potion_ring_advanced:9, Advanced Ring of Night Vision
actuallyadditions:item_hairy_ball, Ball of Fur
actuallyadditions:item_coffee_beans, Coffee Beans
actuallyadditions:item_rice_seed, Rice Seeds
actuallyadditions:item_canola_seed, Canola Seeds
actuallyadditions:item_flax_seed, Flax Seeds
actuallyadditions:item_coffee_seed, Coffee Seeds
actuallyadditions:item_pickaxe_emerald, Emerald Pickaxe
actuallyadditions:item_axe_emerald, Emerald Axe
actuallyadditions:item_shovel_emerald, Emerald Shovel
actuallyadditions:item_sword_emerald, Emerald Sword
actuallyadditions:item_hoe_emerald, Emerald Hoe
actuallyadditions:item_pickaxe_obsidian, Obsidian Pickaxe
actuallyadditions:item_axe_obsidian, Obsidian Axe
actuallyadditions:item_shovel_obsidian, Obsidian Shovel
actuallyadditions:item_sword_obsidian, Obsidian Sword
actuallyadditions:item_hoe_obsidian, Obsidian Hoe
actuallyadditions:item_pickaxe_quartz, Black Quartz Pickaxe
actuallyadditions:item_axe_quartz, Black Quartz Axe
actuallyadditions:item_shovel_quartz, Black Quartz Shovel
actuallyadditions:item_sword_quartz, Black Quartz Sword
actuallyadditions:item_hoe_quartz, Black Quartz Hoe
actuallyadditions:wooden_paxel, Wooden AIOT
actuallyadditions:stone_paxel, Stone AIOT
actuallyadditions:iron_paxel, Iron AIOT
actuallyadditions:gold_paxel, Golden AIOT
actuallyadditions:diamond_paxel, Diamond AIOT
actuallyadditions:emerald_paxel, Emerald AIOT
actuallyadditions:obsidian_paxel, Obsidian AIOT
actuallyadditions:quartz_paxel, Black Quartz AIOT
actuallyadditions:item_pickaxe_crystal_red, Restonia Crystal Pickaxe
actuallyadditions:item_axe_crystal_red, Restonia Crystal Axe
actuallyadditions:item_shovel_crystal_red, Restonia Crystal Shovel
actuallyadditions:item_sword_crystal_red, Restonia Crystal Sword
actuallyadditions:item_hoe_crystal_red, Restonia Crystal Hoe
actuallyadditions:item_helm_crystal_red, Restonia Crystal Helmet
actuallyadditions:item_chest_crystal_red, Restonia Crystal Chestplate
actuallyadditions:item_pants_crystal_red, Restonia Crystal Pants
actuallyadditions:item_boots_crystal_red, Restonia Crystal Boots
actuallyadditions:item_paxel_crystal_red, Restonia Crystal AIOT
actuallyadditions:item_pickaxe_crystal_blue, Palis Crystal Pickaxe
actuallyadditions:item_axe_crystal_blue, Palis Crystal Axe
actuallyadditions:item_shovel_crystal_blue, Palis Crystal Shovel
actuallyadditions:item_sword_crystal_blue, Palis Crystal Sword
actuallyadditions:item_hoe_crystal_blue, Palis Crystal Hoe
actuallyadditions:item_helm_crystal_blue, Palis Crystal Helmet
actuallyadditions:item_chest_crystal_blue, Palis Crystal Chestplate
actuallyadditions:item_pants_crystal_blue, Palis Crystal Pants
actuallyadditions:item_boots_crystal_blue, Palis Crystal Boots
actuallyadditions:item_paxel_crystal_blue, Palis Crystal AIOT
actuallyadditions:item_pickaxe_crystal_light_blue, Diamatine Crystal Pickaxe
actuallyadditions:item_axe_crystal_light_blue, Diamatine Crystal Axe
actuallyadditions:item_shovel_crystal_light_blue, Diamatine Crystal Shovel
actuallyadditions:item_sword_crystal_light_blue, Diamatine Crystal Sword
actuallyadditions:item_hoe_crystal_light_blue, Diamatine Crystal Hoe
actuallyadditions:item_helm_crystal_light_blue, Diamatine Crystal Helmet
actuallyadditions:item_chest_crystal_light_blue, Diamatine Crystal Chestplate
actuallyadditions:item_pants_crystal_light_blue, Diamatine Crystal Pants
actuallyadditions:item_boots_crystal_light_blue, Diamatine Crystal Boots
actuallyadditions:item_paxel_crystal_light_blue, Diamatine Crystal AIOT
actuallyadditions:item_pickaxe_crystal_black, Void Crystal Pickaxe
actuallyadditions:item_axe_crystal_black, Void Crystal Axe
actuallyadditions:item_shovel_crystal_black, Void Crystal Shovel
actuallyadditions:item_sword_crystal_black, Void Crystal Sword
actuallyadditions:item_hoe_crystal_black, Void Crystal Hoe
actuallyadditions:item_helm_crystal_black, Void Crystal Helmet
actuallyadditions:item_chest_crystal_black, Void Crystal Chestplate
actuallyadditions:item_pants_crystal_black, Void Crystal Pants
actuallyadditions:item_boots_crystal_black, Void Crystal Boots
actuallyadditions:item_paxel_crystal_black, Void Crystal AIOT
actuallyadditions:item_pickaxe_crystal_green, Emeradic Crystal Pickaxe
actuallyadditions:item_axe_crystal_green, Emeradic Crystal Axe
actuallyadditions:item_shovel_crystal_green, Emeradic Crystal Shovel
actuallyadditions:item_sword_crystal_green, Emeradic Crystal Sword
actuallyadditions:item_hoe_crystal_green, Emeradic Crystal Hoe
actuallyadditions:item_helm_crystal_green, Emeradic Crystal Helmet
actuallyadditions:item_chest_crystal_green, Emeradic Crystal Chest
actuallyadditions:item_pants_crystal_green, Emeradic Crystal Pants
actuallyadditions:item_boots_crystal_green, Emeradic Crystal Boots
actuallyadditions:item_paxel_crystal_green, Emeradic Crystal AIOT
actuallyadditions:item_pickaxe_crystal_white, Enori Crystal Pickaxe
actuallyadditions:item_axe_crystal_white, Enori Crystal Axe
actuallyadditions:item_shovel_crystal_white, Enori Crystal Shovel
actuallyadditions:item_sword_crystal_white, Enori Crystal Sword
actuallyadditions:item_hoe_crystal_white, Enori Crystal Hoe
actuallyadditions:item_helm_crystal_white, Enori Crystal Helmet
actuallyadditions:item_chest_crystal_white, Enori Crystal Chest
actuallyadditions:item_pants_crystal_white, Enori Crystal Pants
actuallyadditions:item_boots_crystal_white, Enori Crystal Boots
actuallyadditions:item_paxel_crystal_white, Enori Crystal AIOT
aether_legacy:aether_grass, Aether Grass
aether_legacy:enchanted_aether_grass, Enchanted Aether Grass
aether_legacy:aether_dirt, Aether Dirt
aether_legacy:holystone, Holystone
aether_legacy:mossy_holystone, Mossy Holystone
aether_legacy:holystone_brick, Holystone Brick
aether_legacy:aercloud:0, Cold Aercloud
aether_legacy:aercloud:1, Blue Aercloud
aether_legacy:aercloud:2, Golden Aercloud
aether_legacy:quicksoil, Quicksoil
aether_legacy:icestone, Icestone
aether_legacy:ambrosium_ore, Ambrosium Ore
aether_legacy:zanite_ore, Zanite Ore
aether_legacy:gravitite_ore, Gravitite Ore
aether_legacy:aether_leaves:0, Skyroot Leaves
aether_legacy:aether_leaves:1, Golden Oak Leaves
aether_legacy:aether_log:0, Skyroot Log
aether_legacy:aether_log:1, Golden Oak Log
aether_legacy:skyroot_plank, Skyroot Plank
aether_legacy:quicksoil_glass, Quicksoil Glass
aether_legacy:aerogel, Aerogel
aether_legacy:enchanted_gravitite, Enchanted Gravitite
aether_legacy:zanite_block, Zanite Block
aether_legacy:berry_bush, Berry Bush
aether_legacy:berry_bush_stem, Berry Bush Stem
aether_legacy:enchanter, Enchanter
aether_legacy:freezer, Freezer
aether_legacy:incubator, Incubator
aether_legacy:dungeon_block:0, Carved Stone
aether_legacy:dungeon_block:1, Sentry Stone
aether_legacy:dungeon_block:2, Angelic Stone
aether_legacy:dungeon_block:3, Light Angelic Stone
aether_legacy:dungeon_block:4, Hellfire Stone
aether_legacy:dungeon_block:5, Light Hellfire Stone
aether_legacy:locked_dungeon_block:0, Carved Stone
aether_legacy:locked_dungeon_block:1, Sentry Stone
aether_legacy:locked_dungeon_block:2, Angelic Stone
aether_legacy:locked_dungeon_block:3, Light Angelic Stone
aether_legacy:locked_dungeon_block:4, Hellfire Stone
aether_legacy:locked_dungeon_block:5, Light Hellfire Stone
aether_legacy:dungeon_trap:0, Carved Stone
aether_legacy:dungeon_trap:1, Sentry Stone
aether_legacy:dungeon_trap:2, Angelic Stone
aether_legacy:dungeon_trap:3, Light Angelic Stone
aether_legacy:dungeon_trap:4, Hellfire Stone
aether_legacy:dungeon_trap:5, Light Hellfire Stone
aether_legacy:aether_portal, Aether Portal
aether_legacy:ambrosium_torch, Ambrosium Torch
aether_legacy:chest_mimic, Chest Mimic
aether_legacy:treasure_chest, Treasure Chest
aether_legacy:purple_flower, Purple Flower
aether_legacy:white_flower, White Flower
aether_legacy:skyroot_sapling, Skyroot Sapling
aether_legacy:golden_oak_sapling, Golden Oak Sapling
aether_legacy:crystal_leaves:0, Crystal Leaves
aether_legacy:crystal_leaves:1, Crystal Fruit Leaves
aether_legacy:holiday_leaves:0, Holiday Leaves
aether_legacy:holiday_leaves:1, Decorated Holiday Leaves
aether_legacy:present, Present
aether_legacy:pillar, Pillar
aether_legacy:pillar_top, Pillar Top
aether_legacy:skyroot_fence, Skyroot Fence
aether_legacy:skyroot_fence_gate, Skyroot Fence Gate
aether_legacy:carved_wall, Carved Wall
aether_legacy:angelic_wall, Angelic Wall
aether_legacy:hellfire_wall, Hellfire Wall
aether_legacy:holystone_wall, Holystone Wall
aether_legacy:holystone_brick_wall, Holystone Brick Wall
aether_legacy:mossy_holystone_wall, Mossy Holystone Wall
aether_legacy:aerogel_wall, Aerogel Wall
aether_legacy:carved_stairs, Carved Stairs
aether_legacy:angelic_stairs, Angelic Stairs
aether_legacy:hellfire_stairs, Hellfire Stairs
aether_legacy:skyroot_stairs, Skyroot Stairs
aether_legacy:mossy_holystone_stairs, Mossy Holystone Stairs
aether_legacy:holystone_stairs, Holystone Stairs
aether_legacy:holystone_brick_stairs, Holystone Brick Stairs
aether_legacy:aerogel_stairs, Aerogel Stairs
aether_legacy:skyroot_double_slab, Skyroot Double Slab
aether_legacy:carved_double_slab, Carved Double Slab
aether_legacy:angelic_double_slab, Angelic Double Slab
aether_legacy:hellfire_double_slab, Hellfire Double Slab
aether_legacy:holystone_double_slab, Holystone Double Slab
aether_legacy:mossy_holystone_double_slab, Mossy Holystone Double Slab
aether_legacy:holystone_brick_double_slab, Holystone Brick Double Slab
aether_legacy:aerogel_double_slab, Aerogel Double Slab
aether_legacy:skyroot_slab:0, tile.null.name
aether_legacy:carved_slab:0, tile.null.name
aether_legacy:angelic_slab:0, tile.null.name
aether_legacy:hellfire_slab:0, tile.null.name
aether_legacy:holystone_slab:0, tile.null.name
aether_legacy:mossy_holystone_slab:0, tile.null.name
aether_legacy:holystone_brick_slab:0, tile.null.name
aether_legacy:aerogel_slab:0, tile.null.name
aether_legacy:sun_altar, Sun Altar
aether_legacy:skyroot_bookshelf, Skyroot Bookshelf
aether_legacy:zanite_gemstone, Zanite Gemstone
aether_legacy:ambrosium_shard, Ambrosium Shard
aether_legacy:golden_amber, Golden Amber
aether_legacy:aechor_petal, Aechor Petal
aether_legacy:swetty_ball, Swet Ball
aether_legacy:skyroot_pickaxe, Skyroot Pickaxe
aether_legacy:skyroot_axe, Skyroot Axe
aether_legacy:skyroot_shovel, Skyroot Shovel
aether_legacy:holystone_pickaxe, Holystone Pickaxe
aether_legacy:holystone_axe, Holystone Axe
aether_legacy:holystone_shovel, Holystone Shovel
aether_legacy:zanite_pickaxe, Zanite Pickaxe
aether_legacy:zanite_axe, Zanite Axe
aether_legacy:zanite_shovel, Zanite Shovel
aether_legacy:gravitite_pickaxe, Gravitite Pickaxe
aether_legacy:gravitite_axe, Gravitite Axe
aether_legacy:gravitite_shovel, Gravitite Shovel
aether_legacy:valkyrie_pickaxe, Valkyrie Pickaxe
aether_legacy:valkyrie_axe, Valkyrie Axe
aether_legacy:valkyrie_shovel, Valkyrie Shovel
aether_legacy:zanite_helmet, Zanite Helmet
aether_legacy:zanite_chestplate, Zanite Chestplate
aether_legacy:zanite_leggings, Zanite Leggings
aether_legacy:zanite_boots, Zanite Boots
